5,1544,CARLOS TORRES,,,BOQUIM,,,450
5,1547,CARLOS TORRES,,,PEDRINHAS,,,500
5,1553,SALGADO,,,AGUA FRIA,,,200
5,1555,SALGADO,,,F. CONCEICAO,,,250
5,1557,SALGADO,,,BOQUIM,,,300
5,1560,SALGADO,,,PEDRINHAS,,,400
5,1569,AGUA FRIA,,,BOQUIM,,,250
5,1572,AGUA FRIA,,,PEDRINHAS,,,300
5,1589,F. CONCEICAO,,,BOQUIM,,,200
5,1592,F. CONCEICAO,,,PEDRINHAS,,,200
5,1609,BOQUIM,,,PEDRINHAS,,,200
5,1665,POSTO FISCAL,,,COLONIA 13,,,850
5,2254,ITAPORANGA,,,COLONIA 13,,,450
5,2264,ENTR. SALGADO,,,COLONIA 13,,,400
5,2273,CARLOS TORRES,,,COLONIA 13,,,350
5,2281,SALGADO,,,COLONIA 13,,,200
5,2288,AGUA FRIA,,,COLONIA 13,,,200
5,2289,AGUA FRIA,,,F. CONCEICAO,,,200
5,2295,COLONIA 13,,,F. CONCEICAO,,,200
5,2296,COLONIA 13,,,BOQUIM,,,400
5,2297,COLONIA 13,,,PEDRINHAS,,,300
5,5147,ENTR. S. CRISTOVAO,,,COLONIA 13,,,500
5,9999,PASSE LIVRE,,,PASSE LIVRE,,,0
5,23474,ARACAJU,,,PISTA 4,,,900
7,1413,ARACAJU,,,POSTO FISCAL,,,310
7,1415,ARACAJU,,,ENTR. S. CRISTOVAO,,,245
7,1417,ARACAJU,,,ITAPORANGA,,,340
7,1418,ARACAJU,,,ENTR. SALGADO,,,550
7,1419,ARACAJU,,,CARLOS TORRES,,,650
7,1420,ARACAJU,,,SALGADO,,,800
7,1421,ARACAJU,,,AGUA FRIA,,,850
7,1423,ARACAJU,,,F. CONCEICAO,,,1000
7,1425,ARACAJU,,,BOQUIM,,,1100
7,1428,ARACAJU,,,PEDRINHAS VIA BOQUIM,,,1200
7,1429,ARACAJU,,,RIACHAO,,,1450
7,1430,ARACAJU,,,BARRO PRETO,,,1450
7,1431,ARACAJU,,,TANQUE NOVO,,,1450
7,1433,ARACAJU,,,TOBIAS BARRETO VIA BOQUIM,,,1900
7,1435,POSTO FISCAL,,,ENTR. S. CRISTOVAO,,,150
7,1437,POSTO FISCAL,,,ITAPORANGA,,,270
7,1438,POSTO FISCAL,,,ENTR. SALGADO,,,550
7,1439,POSTO FISCAL,,,CARLOS TORRES,,,600
7,1440,POSTO FISCAL,,,SALGADO,,,650
7,1441,POSTO FISCAL,,,AGUA FRIA,,,700
7,1443,POSTO FISCAL,,,F. CONCEICAO,,,750
7,1445,POSTO FISCAL,,,BOQUIM,,,800
7,1448,POSTO FISCAL,,,PEDRINHAS,,,900
7,1449,POSTO FISCAL,,,RIACHAO,,,1000
7,1450,POSTO FISCAL,,,BARRO PRETO,,,1150
7,1451,POSTO FISCAL,,,TANQUE NOVO,,,1200
7,1453,POSTO FISCAL,,,TOBIAS BARRETO,,,1300
7,1474,ENTR. S. CRISTOVAO,,,ITAPORANGA,,,200
7,1475,ENTR. S. CRISTOVAO,,,ENTR. SALGADO,,,200
7,1476,ENTR. S. CRISTOVAO,,,CARLOS TORRES,,,300
7,1477,ENTR. S. CRISTOVAO,,,SALGADO,,,400
7,1478,ENTR. S. CRISTOVAO,,,AGUA FRIA,,,450
7,1480,ENTR. S. CRISTOVAO,,,F. CONCEICAO,,,550
7,1482,ENTR. S. CRISTOVAO,,,BOQUIM,,,650
7,1485,ENTR. S. CRISTOVAO,,,PEDRINHAS,,,800
7,1486,ENTR. S. CRISTOVAO,,,RIACHAO,,,900
7,1487,ENTR. S. CRISTOVAO,,,BARRO PRETO,,,1000
7,1488,ENTR. S. CRISTOVAO,,,TANQUE NOVO,,,1100
7,1490,ENTR. S. CRISTOVAO,,,TOBIAS BARRETO,,,1100
7,1508,ITAPORANGA,,,ENTR. SALGADO,,,200
7,1509,ITAPORANGA,,,CARLOS TORRES,,,300
7,1510,ITAPORANGA,,,SALGADO,,,400
7,1511,ITAPORANGA,,,AGUA FRIA,,,450
7,1513,ITAPORANGA,,,F. CONCEICAO,,,550
7,1515,ITAPORANGA,,,BOQUIM,,,600
7,1518,ITAPORANGA,,,PEDRINHAS,,,700
7,1519,ITAPORANGA,,,RIACHAO,,,800
7,1520,ITAPORANGA,,,BARRO PRETO,,,900
7,1521,ITAPORANGA,,,TANQUE NOVO,,,950
7,1523,ITAPORANGA,,,TOBIAS BARRETO,,,1100
7,1524,ENTR. SALGADO,,,CARLOS TORRES,,,200
7,1525,ENTR. SALGADO,,,SALGADO,,,250
7,1526,ENTR. SALGADO,,,AGUA FRIA,,,350
7,1528,ENTR. SALGADO,,,F. CONCEICAO,,,500
7,1530,ENTR. SALGADO,,,BOQUIM,,,550
7,1533,ENTR. SALGADO,,,PEDRINHAS,,,600
7,1534,ENTR. SALGADO,,,RIACHAO,,,700
7,1535,ENTR. SALGADO,,,BARRO PRETO,,,800
7,1536,ENTR. SALGADO,,,TANQUE NOVO,,,900
7,1538,ENTR. SALGADO,,,TOBIAS BARRETO,,,1000
7,1539,CARLOS TORRES,,,SALGADO,,,200
7,1540,CARLOS TORRES,,,AGUA FRIA,,,350
7,1542,CARLOS TORRES,,,F. CONCEICAO,,,400
7,1544,CARLOS TORRES,,,BOQUIM,,,450
7,1547,CARLOS TORRES,,,PEDRINHAS,,,500
7,1548,CARLOS TORRES,,,RIACHAO,,,700
7,1549,CARLOS TORRES,,,BARRO PRETO,,,800
7,1550,CARLOS TORRES,,,TANQUE NOVO,,,800
7,1552,CARLOS TORRES,,,TOBIAS BARRETO,,,950
7,1553,SALGADO,,,AGUA FRIA,,,200
7,1555,SALGADO,,,F. CONCEICAO,,,250
7,1557,SALGADO,,,BOQUIM,,,300
7,1560,SALGADO,,,PEDRINHAS,,,400
7,1561,SALGADO,,,RIACHAO,,,550
7,1562,SALGADO,,,BARRO PRETO,,,650
7,1563,SALGADO,,,TANQUE NOVO,,,700
7,1565,SALGADO,,,TOBIAS BARRETO,,,800
7,1569,AGUA FRIA,,,BOQUIM,,,250
7,1572,AGUA FRIA,,,PEDRINHAS,,,300
7,1573,AGUA FRIA,,,RIACHAO,,,550
7,1574,AGUA FRIA,,,BARRO PRETO,,,600
7,1575,AGUA FRIA,,,TANQUE NOVO,,,650
7,1577,AGUA FRIA,,,TOBIAS BARRETO,,,800
7,1589,F. CONCEICAO,,,BOQUIM,,,200
7,1592,F. CONCEICAO,,,PEDRINHAS,,,200
7,1593,F. CONCEICAO,,,RIACHAO,,,450
7,1594,F. CONCEICAO,,,BARRO PRETO,,,500
7,1595,F. CONCEICAO,,,TANQUE NOVO,,,550
7,1597,F. CONCEICAO,,,TOBIAS BARRETO,,,800
7,1609,BOQUIM,,,PEDRINHAS,,,200
7,1610,BOQUIM,,,RIACHAO,,,550
7,1611,BOQUIM,,,BARRO PRETO,,,350
7,1612,BOQUIM,,,TANQUE NOVO,,,400
7,1614,BOQUIM,,,TOBIAS BARRETO,,,1000
7,1628,PEDRINHAS,,,RIACHAO,,,200
7,1629,PEDRINHAS,,,BARRO PRETO,,,200
